Time,Num,Group,Latitude,Longitude,NumPoint,ValidPoint,NoValidPoint,SeqValid,diamApprox,diamOptional,Morph,Stage,Comment_SpecificMentionsAboutPL_,Comment_AddedFromVisualInspection____,Comment_DenotesUncertaintiesInVisu____,MinPressureRecord,Max10min10mWind,Max3sec_gusts,StartCell,EndCell,DateSelect,DateStart,DateEnd
28-Feb-2009 04:05:00,114,NaN,72.3,35.5,6,0,6,00000,360,NaN,T - S,M,"Baroclinic",-,,1000,30,NaN,1210,1215,28-Feb-2009 04:05:00,27-Feb-2009 19:48:00,28-Feb-2009 11:16:00
28-Mar-2009 09:07:00,115,NaN,68.5,-6.5,9,9,0,11111111,480,NaN,C,M,"Baroclinic_Convergence",-,,995,35,NaN,1216,1224,28-Mar-2009 09:07:00,27-Mar-2009 18:58:00,28-Mar-2009 20:14:00
02-Apr-2009 10:09:00,116,NaN,72.5,35.5,5,0,5,0000,250,NaN,S,M,"Baroclinic_Reversed_Marginal",-,,1008,35,NaN,1225,1229,02-Apr-2009 10:09:00,02-Apr-2009 05:33:00,02-Apr-2009 18:19:00
05-Apr-2009 01:06:00,117,NaN,71.3,42.5,15,0,15,00000000000000,410,NaN,T,M,"Baroclinic",-,,996,40,NaN,1230,1244,05-Apr-2009 01:06:00,03-Apr-2009 19:35:00,05-Apr-2009 10:39:00
05-Apr-2009 06:01:00,118,NaN,73,24.5,8,0,8,0000000,430,NaN,C,M,"Cirrus_waves_on_top",-,,1008,30,NaN,1245,1252,05-Apr-2009 06:01:00,05-Apr-2009 01:06:00,05-Apr-2009 18:49:00
20-Apr-2009 06:42:00,119,NaN,70,38.5,6,0,6,00000,320,NaN,H - S,M,"-",-,,1003,30,51,1253,1258,20-Apr-2009 06:42:00,20-Apr-2009 01:50:00,20-Apr-2009 11:45:00
08-Jan-2010 11:08:00,120,NaN,80.7,15,3,0,3,00,180,NaN,C,M,"Small_North_Of_Spitsbergen_Convergence",-,,NaN,30,NaN,1259,1261,08-Jan-2010 11:08:00,08-Jan-2010 09:06:00,08-Jan-2010 12:58:00
29-Jan-2010 21:08:00,121,NaN,67.5,7.5,7,7,0,111111,NaN,NaN,S,M,"In_SE_off_Scandinavian_mainland",-,,NaN,45,NaN,1262,1268,29-Jan-2010 21:08:00,29-Jan-2010 12:43:00,30-Jan-2010 04:19:00
30-Jan-2010 20:44:00,122,NaN,61.2,5,7,7,0,111111,350,NaN,S,M,"Reactivation_of_preceding_PL_?",-,,977,36,NaN,1269,1275,30-Jan-2010 20:44:00,30-Jan-2010 09:15:00,31-Jan-2010 04:09:00
02-Feb-2010 02:08:00,123,NaN,64.5,4,11,11,0,1111111111,410,NaN,S,M,"Convective_Marginal",-,,990,35,NaN,1276,1286,02-Feb-2010 02:08:00,01-Feb-2010 08:28:00,02-Feb-2010 21:15:00
16-Feb-2010 06:02:00,124,NaN,71.1,7.5,8,1,7,0000001,220,NaN,C,M,"-",-,,NaN,NaN,NaN,1287,1294,16-Feb-2010 06:02:00,16-Feb-2010 01:24:00,16-Feb-2010 19:08:00
23-Feb-2010 15:10:00,125,NaN,67.5,-16.5,8,8,0,1111111,500,NaN,C,M,"-",-,,1011,55,NaN,1295,1302,23-Feb-2010 15:10:00,23-Feb-2010 09:56:00,24-Feb-2010 06:10:00
02-Mar-2010 13:57:00,126,NaN,62.5,6,16,13,3,111111100011111,310,NaN,C,D,"Small_Dual_Neutral_U~20_FlorÃ¸",-,,1005,39,NaN,1303,1318,02-Mar-2010 13:57:00,01-Mar-2010 14:07:00,02-Mar-2010 13:57:00
06-Mar-2010 03:21:00,127,NaN,72.7,47.5,15,0,15,00000000000000,230,NaN,S,D,"Small",-,,1000,40,NaN,1319,1333,06-Mar-2010 03:21:00,04-Mar-2010 10:16:00,04-Mar-2010 11:55:00
10-Mar-2010 18:55:00,128,NaN,77,41,6,0,6,00000,350,NaN,C,M,"Marginal_moving_nw_onto_ice",-,,985,35,NaN,1334,1339,10-Mar-2010 18:55:00,10-Mar-2010 10:56:00,11-Mar-2010 04:09:00
12-Mar-2010 14:35:00,129,2,75,16,23,7,16,0000011110000111000000,340,NaN,C,M,"Multiple",-,,NaN,NaN,NaN,1340,1362,12-Mar-2010 14:35:00,12-Mar-2010 08:55:00,13-Mar-2010 12:03:00
15-Mar-2010 01:47:00,130,NaN,69.5,13.5,11,6,5,0000111111,210,NaN,S,M,"Widespread_convective",-,,996,37,54,1363,1373,15-Mar-2010 01:47:00,14-Mar-2010 07:17:00,15-Mar-2010 13:23:00
19-Mar-2010 04:27:00,131,2,78,6.5,13,0,13,000000000000,170,NaN,U - S,F,"Dual",-,,NaN,NaN,NaN,1374,1386,19-Mar-2010 04:27:00,19-Mar-2010 04:27:00,19-Mar-2010 16:47:00
21-Mar-2010 02:26:00,132,NaN,67,11,4,4,0,111,250,NaN,C,M,"Short_lifespan_Neutral_U~20",-,,995,39,NaN,1387,1390,21-Mar-2010 02:26:00,21-Mar-2010 00:45:00,21-Mar-2010 06:10:00
24-Mar-2010 16:27:00,133,NaN,72.5,6,12,0,12,00000000000,400,NaN,C,M,"Comma_Later_PL",-,,1012,NaN,NaN,1391,1402,24-Mar-2010 16:27:00,23-Mar-2010 16:51:00,25-Mar-2010 18:06:00
27-Mar-2010 03:05:00,134,NaN,72,20,10,0,10,000000000,410,NaN,S,M,"Baroclinic_U~20_Reversed",-,,1005,35,NaN,1403,1412,27-Mar-2010 03:05:00,26-Mar-2010 11:30:00,27-Mar-2010 15:15:00
23-Apr-2010 07:56:00,135,NaN,71.2,2,7,0,7,000000,290,NaN,C,M,"Baroclinic_Reversed_Marginal",-,,1005,35,NaN,1413,1419,23-Apr-2010 07:56:00,23-Apr-2010 03:28:00,23-Apr-2010 16:06:00
31-May-2010 14:14:00,136,NaN,69.8,15,2,1,1,0,190,NaN,U,F,"One_fatality_Neutral_Baroclinic",-,,1008,40,NaN,1420,1421,31-May-2010 14:14:00,31-May-2010 14:14:00,31-May-2010 15:54:00
11-Oct-2010 12:24:00,137,NaN,73.5,16.5,4,0,4,000,400,NaN,H,M,"Baroclinic_Season_starts",-,,NaN,41,NaN,1422,1425,11-Oct-2010 12:24:00,11-Oct-2010 10:44:00,11-Oct-2010 15:57:00
19-Oct-2010 07:54:00,138,NaN,72.3,6.5,10,0,10,000000000,310,NaN,S - T,M,"Convergence_Reversed_Single",-,,NaN,NaN,NaN,1426,1435,19-Oct-2010 07:54:00,19-Oct-2010 01:06:00,19-Oct-2010 16:04:00
07-Nov-2010 17:50:00,139,NaN,71.2,16,9,0,9,00000000,250,NaN,H - S,M,"Small_Baroclinic_Weakly_reversed_but_troughlike",-,,987,37,NaN,1436,1444,07-Nov-2010 17:50:00,07-Nov-2010 09:36:00,08-Nov-2010 06:02:00
09-Nov-2010 12:25:00,140,NaN,73.1,26,9,0,9,00000000,440,NaN,C,M,"Single_Baroclinic",-,,1000,45,NaN,1445,1453,09-Nov-2010 12:25:00,09-Nov-2010 04:11:00,10-Nov-2010 02:21:00
22-Nov-2010 03:37:00,141,NaN,71.5,37,12,0,12,00000000000,650,NaN,S,M,"Baroclinic_almost_synopic",-,,NaN,NaN,NaN,1454,1465,22-Nov-2010 03:37:00,21-Nov-2010 10:22:00,23-Nov-2010 01:46:00
25-Nov-2010 04:46:00,142,NaN,70,2.5,6,4,2,01111,320,NaN,S,M,"Baroclinic?_Tip_of_occlusion_Later_multiple",-,,1008,NaN,NaN,1466,1471,25-Nov-2010 04:46:00,25-Nov-2010 01:25:00,25-Nov-2010 11:20:00
05-Dec-2010 14:39:00,143,4,67.3,-6.5,60,51,9,01111111111111111111100000001111111111111111111111111111111,230,NaN,H,M,"Multiple",-,,NaN,NaN,NaN,1472,1531,05-Dec-2010 14:39:00,04-Dec-2010 06:32:00,07-Dec-2010 08:42:00
09-Dec-2010 16:32:00,144,NaN,70.2,15,9,5,4,11101000,310,NaN,C,M,"Single",-,,1000,39,47,1532,1540,09-Dec-2010 16:32:00,09-Dec-2010 06:37:00,10-Dec-2010 03:51:00
21-Dec-2010 13:33:00,145,NaN,70.7,-13.5,12,5,7,00000011111,490,NaN,S,M,"Convergence_Baroclinic",-,,1005,40,53,1541,1552,21-Dec-2010 13:33:00,21-Dec-2010 01:57:00,22-Dec-2010 09:05:00
14-Jan-2011 07:53:00,146,NaN,71.3,2.5,17,0,17,0000000000000000,300,NaN,C,M,"Single_Weakly_reversed_Poor_models",-,,1008,NaN,NaN,1553,1569,14-Jan-2011 07:53:00,13-Jan-2011 09:45:00,15-Jan-2011 09:22:00
29-Jan-2011 06:35:00,147,NaN,71.5,1.5,12,2,10,00000000011,480,NaN,C,M,"Single_Baroclinic_Reversed",-,,988,NaN,NaN,1570,1581,29-Jan-2011 06:35:00,28-Jan-2011 18:22:00,29-Jan-2011 18:10:00
30-Jan-2011 09:44:00,148,NaN,74,38,11,0,11,0000000000,NaN,NaN,H - S,M,"Single_Baroclinic_Reversed_Hirlam_8_OK",-,,975,NaN,NaN,1582,1592,30-Jan-2011 09:44:00,30-Jan-2011 01:43:00,31-Jan-2011 06:10:00
07-Feb-2011 03:42:00,149,2,64,-17.8,42,41,1,11111111111111111111111111111011111111111,340,NaN,C,M,"Multiple",-,,NaN,NaN,NaN,1593,1634,07-Feb-2011 03:42:00,06-Feb-2011 08:22:00,08-Feb-2011 07:58:00
09-Feb-2011 09:56:00,150,2,76,36,18,0,18,00000000000000000,290,NaN,S,F,"Dual",-,,NaN,NaN,NaN,1635,1652,09-Feb-2011 09:56:00,10-Feb-2011 17:28:00,10-Feb-2011 17:28:00
10-Mar-2011 18:37:00,151,NaN,69.7,0,12,8,4,00011111111,430,NaN,S,M,"Baroclinic_from_a_synoptic",-,,975,47,NaN,1653,1664,10-Mar-2011 18:37:00,10-Mar-2011 07:02:00,11-Mar-2011 18:25:00
12-Mar-2011 06:38:00,152,NaN,64.5,7.5,5,5,0,1111,360,NaN,S,M,"Convective_Low_Continuation_of_PL149?",-,,985,45,NaN,1665,1669,12-Mar-2011 06:38:00,12-Mar-2011 01:19:00,12-Mar-2011 12:55:00
13-Mar-2011 11:04:00,153,NaN,66.3,7,7,7,0,111111,510,NaN,C,M,"Single_Baroclinic_Reversed",-,,1002,39,NaN,1670,1676,13-Mar-2011 11:04:00,13-Mar-2011 04:30:00,13-Mar-2011 18:02:00
21-Mar-2011 01:26:00,154,NaN,76,10,13,0,13,000000000000,380,NaN,S,M,"Single_Mainly_convective_Direct_shear",-,,985,35,NaN,1677,1689,21-Mar-2011 01:26:00,20-Mar-2011 06:36:00,21-Mar-2011 11:21:00
22-Mar-2011 12:51:00,155,NaN,73.5,23,4,0,4,000,280,NaN,C,M,"Baroclinic_Single_Reversed_Most_beautiful",-,,985,45,66,1690,1693,22-Mar-2011 12:51:00,22-Mar-2011 11:11:00,22-Mar-2011 17:55:00
22-Mar-2011 02:57:00,156,2,67,-13,27,21,6,11111100000011111111111111,350,NaN,W,M,"Multiple",-,,NaN,NaN,NaN,1694,1720,22-Mar-2011 02:57:00,21-Mar-2011 18:07:00,22-Mar-2011 16:16:00
24-Mar-2011 04:16:00,157,3,77.5,6,29,3,26,0000000000000000000000000111,200,NaN,MGR,M,"Multiple",-,,NaN,NaN,NaN,1721,1749,24-Mar-2011 04:16:00,24-Mar-2011 07:37:00,25-Mar-2011 04:06:00
30-Mar-2011 03:14:00,158,NaN,70.8,35.5,9,0,9,00000000,320,NaN,S,M,"Single",-,,1000,NaN,NaN,1750,1758,30-Mar-2011 03:14:00,29-Mar-2011 16:33:00,30-Mar-2011 16:21:00
31-Mar-2011 07:55:00,159,NaN,71.1,33.5,6,0,6,00000,260,NaN,U - S,M,"Baroclinic_Direct_shear",-,,1000,NaN,NaN,1759,1764,31-Mar-2011 07:55:00,31-Mar-2011 04:43:00,31-Mar-2011 16:09:00
27-Nov-2011 10:19:00,160,NaN,69,3.5,14,12,2,0111111111111,540,NaN,S,M,"Baroclinic_Convective_low_Reversed_shear",-,,973,57,72,1765,1778,27-Nov-2011 10:19:00,26-Nov-2011 20:25:00,28-Nov-2011 06:45:00
06-Dec-2011 01:20:00,161,NaN,61.5,-1.5,17,17,0,1111111111111111,510,NaN,C - T,M,"Baroclinic_Reversed_shear_N_of_CC",-,,975,50,68,1779,1795,06-Dec-2011 01:20:00,05-Dec-2011 01:31:00,07-Dec-2011 02:51:00
27-Dec-2011 12:36:00,162,NaN,71.3,7,3,0,3,00,380,NaN,C,M,"-",-,,968,41,60,1796,1798,27-Dec-2011 12:36:00,27-Dec-2011 10:56:00,27-Dec-2011 17:36:00
06-Feb-2012 07:52:00,163,NaN,72.7,42,9,0,9,00000000,770,NaN,S,M,"The_opposite_low_Uncertainties",-,X,1028,NaN,NaN,1799,1807,06-Feb-2012 07:52:00,06-Feb-2012 00:29:00,06-Feb-2012 17:47:00
22-Feb-2012 04:23:00,164,NaN,73.3,22,10,0,10,000000000,360,NaN,S - T,M,"Marginal",-,,975,NaN,NaN,1808,1817,22-Feb-2012 04:23:00,21-Feb-2012 06:12:00,23-Feb-2012 02:32:00
10-Mar-2012 07:59:00,165,NaN,66.3,7.5,6,6,0,11111,400,NaN,C,M,"Comma_Direct_shear",-,,985,45,60,1818,1823,10-Mar-2012 07:59:00,10-Mar-2012 03:04:00,10-Mar-2012 12:59:00
17-Mar-2012 05:10:00,166,2,70.3,-18,31,24,7,111100011111100111111111111100,160,NaN,W,M,"Multiple",-,,NaN,NaN,NaN,1824,1854,17-Mar-2012 05:10:00,17-Mar-2012 03:31:00,19-Mar-2012 11:24:00
29-Mar-2012 07:32:00,167,NaN,70.8,33,8,0,8,0000000,250,NaN,U - C,M,"Small",-,,990,35,NaN,1855,1862,29-Mar-2012 07:32:00,29-Mar-2012 01:23:00,29-Mar-2012 11:18:00
06-Apr-2012 03:20:00,168,NaN,73.8,30,30,0,30,00000000000000000000000000000,440,NaN,S,M,"Convective_low_Reversed_shear_(Eik/AkerBarents)",-,,NaN,NaN,NaN,1863,1892,06-Apr-2012 03:20:00,04-Apr-2012 05:21:00,07-Apr-2012 09:06:00
15-Apr-2012 03:25:00,169,NaN,73,31,12,0,12,00000000000,210,NaN,C,M,"Small_Short_lived",-,,1008,37,NaN,1893,1904,15-Apr-2012 03:25:00,14-Apr-2012 11:02:00,15-Apr-2012 11:39:00
24-Oct-2012 11:09:00,170,2,72,12,23,4,19,0000000000000000001111,310,NaN,C,M,"Multiple",-,,NaN,NaN,NaN,1905,1927,24-Oct-2012 11:09:00,24-Oct-2012 07:29:00,25-Oct-2012 12:38:00
24-Dec-2012 03:46:00,171,2,76.5,30.5,19,0,19,000000000000000000,130,NaN,W,F,"Dual",-,,NaN,NaN,NaN,1928,1946,24-Dec-2012 03:46:00,24-Dec-2012 03:46:00,25-Dec-2012 18:34:00
22-Jan-2013 18:55:00,172,NaN,72.5,37.5,16,0,16,000000000000000,550,NaN,S,M,"Due_west_of_large_synoptic",-,,990,NaN,NaN,1947,1962,22-Jan-2013 18:55:00,22-Jan-2013 00:27:00,23-Jan-2013 12:03:00
01-Feb-2013 03:30:00,173,NaN,68.5,9,13,8,5,000011111111,420,NaN,C,M,"Marginal",-,,977,40,NaN,1963,1975,01-Feb-2013 03:30:00,31-Jan-2013 09:17:00,01-Feb-2013 13:25:00
24-Feb-2013 02:44:00,174,NaN,75.5,3,9,0,9,00000000,610,NaN,C,M,"Synoptic/PL",-,,NaN,NaN,NaN,1976,1984,24-Feb-2013 02:44:00,23-Feb-2013 13:01:00,24-Feb-2013 11:01:00
04-Mar-2013 02:58:00,175,NaN,74,42,7,0,7,000000,490,NaN,C,M,"-",-,,NaN,NaN,NaN,1985,1991,04-Mar-2013 02:58:00,03-Mar-2013 18:28:00,04-Mar-2013 11:13:00
04-Mar-2013 09:34:00,176,NaN,72,23,10,0,10,000000000,370,NaN,C,M,"Multiple",-,,998,50,NaN,1992,2001,04-Mar-2013 09:34:00,04-Mar-2013 02:58:00,05-Mar-2013 02:48:00
04-Mar-2013 08:14:00,177,NaN,74,8,9,0,9,00000000,290,NaN,S,M,"-",-,,NaN,NaN,NaN,2002,2010,04-Mar-2013 08:14:00,04-Mar-2013 01:18:00,04-Mar-2013 12:53:00
06-Mar-2013 19:05:00,178,NaN,67.8,7.5,26,14,12,0000000000011111111111111,310,NaN,S,M,"-",-,,1012,NaN,NaN,2011,2036,06-Mar-2013 19:05:00,05-Mar-2013 09:35:00,06-Mar-2013 04:18:00
06-Mar-2013 20:45:00,179,NaN,69.5,16,18,10,8,00000011111011111,440,NaN,C,M,"Multiple",-,,996,45,NaN,2037,2054,06-Mar-2013 20:45:00,06-Mar-2013 00:56:00,07-Mar-2013 18:45:00
08-Mar-2013 05:36:00,180,2,71.5,22.5,24,2,22,00000000000000110000000,190,NaN,C - W,M,"Multiple",-,,NaN,NaN,NaN,2055,2078,08-Mar-2013 05:36:00,07-Mar-2013 02:27:00,08-Mar-2013 05:36:00
11-Mar-2013 19:02:00,181,2,68.8,43.5,30,0,30,00000000000000000000000000000,300,NaN,S,M,"Multiple_Not_in_MetNo_list",-,,NaN,NaN,NaN,2079,2108,11-Mar-2013 19:02:00,11-Mar-2013 09:59:00,12-Mar-2013 12:10:00
15-Mar-2013 12:31:00,182,NaN,74.8,45,11,0,11,0000000000,190,NaN,S,M,"-",-,,NaN,NaN,NaN,2109,2119,15-Mar-2013 12:31:00,14-Mar-2013 12:42:00,16-Mar-2013 12:20:00
18-Mar-2013 18:18:00,183,NaN,73.5,7.5,15,2,13,00000000000011,370,NaN,C,M,"Development_from_a_synoptic_centre",-,,1013,50,NaN,2120,2134,18-Mar-2013 18:18:00,18-Mar-2013 00:27:00,19-Mar-2013 11:53:00
19-Mar-2013 13:33:00,184,NaN,71.8,-6.5,9,1,8,00000001,620,NaN,C,M,"Jan Mayen",-,,NaN,NaN,NaN,2135,2143,19-Mar-2013 13:33:00,19-Mar-2013 03:39:00,20-Mar-2013 03:28:00
26-Mar-2013 12:20:00,185,4,69.7,12.5,40,11,29,000001000111110000100000000000000001111,360,NaN,U - C,F,"Multiple",-,,NaN,NaN,NaN,2144,2183,26-Mar-2013 12:20:00,26-Mar-2013 05:43:00,27-Mar-2013 20:10:00
27-Mar-2013 05:33:00,186,NaN,71.1,12.5,6,1,5,00010,260,NaN,C - MGR,M,"Multiple",-,,1005,NaN,NaN,2184,2189,27-Mar-2013 05:33:00,27-Mar-2013 00:31:00,27-Mar-2013 18:31:00
31-Mar-2013 20:27:00,187,NaN,72.3,24,25,0,25,000000000000000000000000,490,NaN,S,M,"Multiple",-,,NaN,NaN,NaN,2190,2214,31-Mar-2013 20:27:00,30-Mar-2013 05:01:00,31-Mar-2013 08:56:00
01-Apr-2013 01:19:00,188,2,71.2,2,21,6,15,00000011000000001111,220,NaN,W,F,"Multiple_Traversing_centre",-,,NaN,NaN,NaN,2215,2235,01-Apr-2013 01:19:00,31-Mar-2013 22:08:00,02-Apr-2013 04:29:00
03-Apr-2013 21:05:00,189,NaN,73.5,6.8,14,5,9,0000000011111,360,NaN,C,M,"Convergence_Sim_to_Thorpex",-,,1010,43,NaN,2236,2249,03-Apr-2013 21:05:00,03-Apr-2013 04:19:00,04-Apr-2013 12:34:00
05-Apr-2013 18:45:00,190,NaN,63.5,3.5,12,12,0,11111111111,470,NaN,S,M,"-",-,,1004,35,56,2250,2261,05-Apr-2013 18:45:00,05-Apr-2013 03:57:00,06-Apr-2013 12:00:00
07-Apr-2013 08:11:00,191,NaN,72,18,6,0,6,00000,240,NaN,U - S,F,"Small_Dual",-,,1004,34,40,2262,2267,07-Apr-2013 08:11:00,06-Apr-2013 18:24:00,07-Apr-2013 13:19:00
08-Apr-2013 19:22:00,192,3,71.3,36.5,24,0,24,00000000000000000000000,230,NaN,C,M,"Multiple_Complex",-,,NaN,NaN,NaN,2268,2291,08-Apr-2013 19:22:00,08-Apr-2013 01:44:00,10-Apr-2013 03:04:00
26-Oct-2013 18:24:00,193,NaN,74.5,62,15,0,15,00000000000000,NaN,NaN,C,M,"Dual_Ending_synoptic",-,,983,45,NaN,2292,2306,26-Oct-2013 18:24:00,25-Oct-2013 12:13:00,26-Oct-2013 10:40:00
20-Nov-2013 11:10:00,194,NaN,73,27.5,36,0,36,00000000000000000000000000000000000,730,NaN,S,M,"Synoptic-->polar_low_dual",-,,984,52,63,2307,2342,20-Nov-2013 11:10:00,18-Nov-2013 18:48:00,21-Nov-2013 01:04:00
20-Nov-2013 11:10:00,195,NaN,72.5,40.3,10,0,10,000000000,390,NaN,C,M,"Dual_Poor_models",-,,NaN,NaN,NaN,2343,2352,20-Nov-2013 11:10:00,20-Nov-2013 02:56:00,21-Nov-2013 11:00:00
24-Nov-2013 05:33:00,196,NaN,72.5,20,12,0,12,00000000000,340,NaN,S,M,"Synoptic-->meso_sirk.-->polar_low",-,,977,41,NaN,2353,2364,24-Nov-2013 05:33:00,23-Nov-2013 18:45:00,25-Nov-2013 00:20:00
25-Nov-2013 13:37:00,197,NaN,75.1,16.5,12,0,12,00000000000,NaN,NaN,C,M,"Convergence",-,,1000,50,NaN,2365,2376,25-Nov-2013 13:37:00,25-Nov-2013 05:22:00,26-Nov-2013 11:12:00
30-Nov-2013 03:02:00,198,3,77.5,50,34,0,34,000000000000000000000000000000000,400,NaN,S,M,"Multiple",-,,NaN,NaN,NaN,2377,2410,30-Nov-2013 03:02:00,29-Nov-2013 18:21:00,02-Dec-2013 00:45:00
09-Dec-2013 18:15:00,199,NaN,72.3,57,26,0,26,0000000000000000000000000,NaN,NaN,S,D,"Multiple",-,,986,45,NaN,2411,2436,09-Dec-2013 18:15:00,07-Dec-2013 12:24:00,08-Dec-2013 09:37:00
24-Mar-2014 05:32:00,200,2,74.5,20,19,0,19,000000000000000000,270,NaN,C,F,"Dual",-,,NaN,NaN,NaN,2437,2455,24-Mar-2014 05:32:00,24-Mar-2014 08:50:00,25-Mar-2014 10:16:00
14-Apr-2014 03:23:00,201,2,69,0,35,10,25,0000000000000001111111111000000000,300,NaN,C,F,"Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties",-,X,NaN,NaN,NaN,2456,2490,14-Apr-2014 03:23:00,14-Apr-2014 01:42:00,14-Apr-2014 13:18:00
13-May-2014 19:47:00,202,NaN,76.5,25,16,0,16,000000000000000,430,NaN,S,M,"-",-,,975,NaN,NaN,2491,2506,13-May-2014 19:47:00,13-May-2014 01:25:00,15-May-2014 02:45:00
20-Dec-2014 10:55:00,203,NaN,72.2,10.2,13,3,10,000000000111,200,NaN,C,M,"-",-,,985,44,NaN,2507,2519,20-Dec-2014 10:55:00,20-Dec-2014 02:41:00,21-Dec-2014 00:47:00
25-Dec-2014 01:44:00,204,4,70.7,19,123,9,114,00000000000000000000010000000000001110000000000000000011100000000000000000000000000000000000000000000110000000000000000000,340,NaN,C,M,"Multiple_Complex,_lasting_through_28th",-,,NaN,NaN,NaN,2520,2642,25-Dec-2014 01:44:00,24-Dec-2014 10:11:00,29-Dec-2014 12:35:00
29-Jan-2015 08:15:00,205,2,74.7,40,33,13,20,00000000000000000001111111111111,NaN,NaN,C - W,M,"Dual_Few_images_available",-,,NaN,NaN,NaN,2643,2675,29-Jan-2015 08:15:00,29-Jan-2015 01:57:00,30-Jan-2015 03:27:00
02-Feb-2015 04:34:00,206,NaN,77.1,29.5,39,0,39,00000000000000000000000000000000000000,480,NaN,S,M,"Reversed_shear_Moving NW_Cirrus_waves",-,,NaN,NaN,NaN,2676,2714,02-Feb-2015 04:34:00,30-Jan-2015 19:26:00,04-Feb-2015 10:46:00
10-Feb-2015 06:24:00,207,2,74.3,5,22,0,22,000000000000000000000,340,NaN,C,M,"Complex_Multiple",-,,NaN,NaN,NaN,2715,2736,10-Feb-2015 06:24:00,10-Feb-2015 01:24:00,10-Feb-2015 11:19:00
12-Feb-2015 02:43:00,208,2,75,22,37,0,37,000000000000000000000000000000000000,500,NaN,H,M,"PL/Convective low_Complex_Multiple",-,,NaN,NaN,NaN,2737,2773,12-Feb-2015 02:43:00,10-Feb-2015 22:19:00,14-Feb-2015 00:38:00
12-Feb-2015 10:57:00,209,NaN,68.7,1.8,9,9,0,11111111,360,NaN,C,M,"PL/Comma",-,,980,43,52,2774,2782,12-Feb-2015 10:57:00,12-Feb-2015 04:23:00,12-Feb-2015 19:57:00
14-Feb-2015 09:25:00,210,NaN,69.9,40,7,0,7,000000,370,NaN,S,M,"Missing_images_for_decay",-,,NaN,NaN,NaN,2783,2789,14-Feb-2015 09:25:00,14-Feb-2015 00:38:00,14-Feb-2015 13:35:00
19-Mar-2015 11:09:00,211,NaN,72,13.5,5,0,5,0000,490,NaN,C,M,"Reversed",-,,1000,50,NaN,2790,2794,19-Mar-2015 11:09:00,19-Mar-2015 06:19:00,19-Mar-2015 19:33:00
23-Mar-2015 13:45:00,212,NaN,75.5,0,13,0,13,000000000000,480,NaN,S,M,"Stratus_in_center_ Convergence?",-,,NaN,NaN,NaN,2795,2807,23-Mar-2015 13:45:00,23-Mar-2015 02:09:00,24-Mar-2015 05:19:00
26-Oct-2015 19:14:00,213,NaN,71.4,18,5,0,5,0000,240,NaN,C,M,"Seasons_first_Barotropic",-,,1003,50,66,2808,2812,26-Oct-2015 19:14:00,26-Oct-2015 13:21:00,26-Oct-2015 20:51:00
19-Nov-2015 18:24:00,214,NaN,70.3,13,23,8,15,0011001100001110010000,540,NaN,C,M,"Short_lived_Recheck_needed",-,,NaN,NaN,NaN,2813,2835,19-Nov-2015 18:24:00,18-Nov-2015 14:03:00,20-Nov-2015 19:43:00
13-Dec-2015 11:56:00,215,NaN,72.6,36.5,17,0,17,0000000000000000,330,NaN,C,M,"Multiple_direct",-,,NaN,NaN,NaN,2836,2852,13-Dec-2015 11:56:00,12-Dec-2015 18:48:00,13-Dec-2015 10:16:00
13-Dec-2015 20:06:00,216,NaN,72.3,33,6,0,6,00000,NaN,NaN,C,M,"Multiple",-,,NaN,NaN,NaN,2853,2858,13-Dec-2015 20:06:00,13-Dec-2015 14:23:00,14-Dec-2015 05:59:00
14-Dec-2015 02:37:00,217,NaN,71.1,26.5,15,1,14,00000000000000,420,NaN,C,M,"Multiple_De_tre_bukkene_bruse",-,,991,45,53,2859,2873,14-Dec-2015 02:37:00,13-Dec-2015 06:08:00,14-Dec-2015 14:11:00
16-Dec-2015 02:14:00,218,NaN,72.5,44.5,15,0,15,00000000000000,250,NaN,C,M,"Multiple_Complex",-,,NaN,NaN,NaN,2874,2888,16-Dec-2015 02:14:00,15-Dec-2015 04:06:00,16-Dec-2015 19:05:00
26-Dec-2015 12:26:00,219,NaN,72.3,24.5,7,0,7,000000,210,NaN,T,M,"Small_Short_lived_Possibly_starts_earlier",-,,977,59,71,2889,2895,26-Dec-2015 12:26:00,26-Dec-2015 09:06:00,26-Dec-2015 18:58:00
